"filename", "language", "Python", "CSS", "JSON", "comment", "blank", "total"
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\Junk\MC_sim_proof_of_conc.py", "Python", 53, 0, 0, 0, 14, 67
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\Junk\MC_toy_model_funcs.py", "Python", 60, 0, 0, 3, 15, 78
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\Junk\equi_dist_point_cyl_generator.py", "Python", 65, 0, 0, 10, 19, 94
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\Junk\open3d_voxelization_test.py", "Python", 13, 0, 0, 1, 2, 16
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\Junk\surface_reconstruction.py", "Python", 0, 0, 0, 34, 7, 41
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\Junk\test_book.ipynb", "JSON", 0, 0, 1088, 0, 1, 1089
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\Junk\test_delauney_triangulation.py", "Python", 60, 0, 0, 19, 19, 98
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\Junk\test_write.py", "Python", 19, 0, 0, 0, 7, 26
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\MC_simulator_convex.py", "Python", 835, 0, 0, 75, 241, 1151
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\Stopwatch_textual.css", "CSS", 0, 26, 0, 0, 5, 31
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\anatomy_reconstructor_tools.py", "Python", 342, 0, 0, 31, 50, 423
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\biopsy_creator.py", "Python", 211, 0, 0, 98, 100, 409
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\biopsy_localization_convex_main.py", "Python", 1794, 0, 0, 380, 381, 2555
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\biopsy_localization_prototyping.py", "Python", 250, 0, 0, 157, 106, 513
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\centroid_finder.py", "Python", 16, 0, 0, 0, 10, 26
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\kD_data_tree_class.py", "Python", 65, 0, 0, 4, 14, 83
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\loading_tools.py", "Python", 53, 0, 0, 9, 12, 74
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\math_funcs.py", "Python", 179, 0, 0, 36, 48, 263
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\misc_tools.py", "Python", 19, 0, 0, 0, 1, 20
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\my-lib\__init__.py", "Python", 0, 0, 0, 0, 1, 1
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\pca.py", "Python", 13, 0, 0, 2, 4, 19
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\plotting_funcs.py", "Python", 580, 0, 0, 25, 148, 753
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\point_containment_tools.py", "Python", 213, 0, 0, 33, 63, 309
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\ques_funcs.py", "Python", 46, 0, 0, 13, 7, 66
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\rich_preambles.py", "Python", 169, 0, 0, 5, 36, 210
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\stopwatch_textual.py", "Python", 68, 0, 0, 15, 24, 107
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\test_textual.py", "Python", 9, 0, 0, 0, 3, 12
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\uncertainty_file_writer.py", "Python", 42, 0, 0, 3, 11, 56
"c:\Users\musca\Documents\UBC\Research\Biopsy localization\biopsylocalization-python\python_files_dcm_meta_based\uncertainty_processor.py", "Python", 2, 0, 0, 0, 1, 3
"Total", "-", 5176, 26, 1088, 953, 1350, 8593
