"filename", "language", "Python", "CSS", "JSON", "comment", "blank", "total"
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/Junk/MC_sim_proof_of_conc.py", "Python", 53, 0, 0, 0, 14, 67
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/Junk/MC_toy_model_funcs.py", "Python", 60, 0, 0, 3, 15, 78
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/Junk/equi_dist_point_cyl_generator.py", "Python", 65, 0, 0, 10, 19, 94
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/Junk/open3d_voxelization_test.py", "Python", 13, 0, 0, 1, 2, 16
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/Junk/surface_reconstruction.py", "Python", 0, 0, 0, 34, 7, 41
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/Junk/test_book.ipynb", "JSON", 0, 0, 2388, 0, 1, 2389
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/Junk/test_delauney_triangulation.py", "Python", 60, 0, 0, 19, 19, 98
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/Junk/test_write.py", "Python", 19, 0, 0, 0, 7, 26
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/MC_prepper_funcs.py", "Python", 73, 0, 0, 10, 26, 109
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/MC_simulator_MR.py", "Python", 139, 0, 0, 32, 61, 232
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/MC_simulator_convex.py", "Python", 1521, 0, 0, 1735, 744, 4000
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/Stopwatch_textual.css", "CSS", 0, 26, 0, 0, 5, 31
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/advanced_guidance_map_creator.py", "Python", 1523, 0, 0, 637, 527, 2687
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/anatomy_reconstructor_tools.py", "Python", 345, 0, 0, 31, 51, 427
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/baysian_inference_demo.py", "Python", 49, 0, 0, 8, 15, 72
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/biopsy_creator.py", "Python", 308, 0, 0, 125, 157, 590
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/biopsy_localization_convex_main.py", "Python", 5833, 0, 0, 1729, 2193, 9755
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/biopsy_localization_prototyping.py", "Python", 250, 0, 0, 157, 106, 513
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/biopsy_optimizer.py", "Python", 391, 0, 0, 127, 171, 689
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/biopsy_transporter.py", "Python", 51, 0, 0, 8, 13, 72
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/centroid_finder.py", "Python", 22, 0, 0, 0, 12, 34
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/csv_writers.py", "Python", 456, 0, 0, 37, 121, 614
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/cudf_wrappers.py", "Python", 94, 0, 0, 30, 58, 182
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/cupy_functions.py", "Python", 103, 0, 0, 28, 51, 182
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/dataframe_builders.py", "Python", 2548, 0, 0, 610, 1097, 4255
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/dose_lattice_helper_funcs.py", "Python", 60, 0, 0, 81, 39, 180
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/dosimetric_localizer.py", "Python", 47, 0, 0, 6, 19, 72
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/fanova.py", "Python", 962, 0, 0, 357, 304, 1623
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/fanova_mathfuncs.py", "Python", 60, 0, 0, 0, 27, 87
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/kD_data_tree_class.py", "Python", 65, 0, 0, 4, 14, 83
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/lattice_reconstruction_tools.py", "Python", 81, 0, 0, 60, 40, 181
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/loading_tools.py", "Python", 53, 0, 0, 9, 12, 74
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/machina_learning.py", "Python", 116, 0, 0, 44, 37, 197
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/math_funcs.py", "Python", 260, 0, 0, 72, 84, 416
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/meshing_tools.py", "Python", 107, 0, 0, 67, 55, 229
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/misc_tools.py", "Python", 654, 0, 0, 230, 337, 1221
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/mr_localizers.py", "Python", 46, 0, 0, 6, 17, 69
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/my-lib/__init__.py", "Python", 0, 0, 0, 0, 1, 1
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/patient_sample_analyser.py", "Python", 0, 0, 0, 0, 1, 1
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/pca.py", "Python", 13, 0, 0, 2, 4, 19
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/plotting_funcs.py", "Python", 781, 0, 0, 76, 230, 1087
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/point_containment_tools.py", "Python", 885, 0, 0, 131, 275, 1291
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/production_plots.py", "Python", 5493, 0, 0, 1060, 1710, 8263
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/pysimplegui_demo.py", "Python", 67, 0, 0, 3, 13, 83
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/ques_funcs.py", "Python", 46, 0, 0, 13, 7, 66
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/rich_preambles.py", "Python", 247, 0, 0, 153, 65, 465
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/stopwatch_textual.py", "Python", 68, 0, 0, 15, 24, 107
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/test_code.ipynb", "JSON", 0, 0, 42160, 0, 1, 42161
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/test_textual.py", "Python", 9, 0, 0, 0, 3, 12
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/uncertainty_file_writer.py", "Python", 234, 0, 0, 13, 63, 310
"/home/mjm/Documents/UBC/Research/biopsylocalization-new/biopsylocalization-python/python_files_dcm_meta_based/uncertainty_processor.py", "Python", 2, 0, 0, 0, 1, 3
"Total", "-", 24332, 26, 44548, 7773, 8875, 85554
